,wgt,cma,married,own,wealth_total,mort_balance,home_value,age,totinc,retinc,hlth,sp_age,sp_totinc,sp_retinc,sp_hlth,pref_beq_money,pref_home,pref_live_fast,pref_risk_averse,know_ann,know_ltci,know_rmr,"gamma(2,1)","delta(1,2)","delta(2,2)","delta(3,2)","gamma(3,1)","delta(1,3)","delta(2,3)","delta(3,3)","gamma(4,1)","delta(1,4)","delta(2,4)","delta(3,4)","sp_gamma(2,1)","sp_delta(1,2)","sp_delta(2,2)","sp_delta(3,2)","sp_gamma(3,1)","sp_delta(1,3)","sp_delta(2,3)","sp_delta(3,3)","sp_gamma(4,1)","sp_delta(1,4)","sp_delta(2,4)","sp_delta(3,4)",xi,xi_sp,miss_psurv85,sp_miss_psurv85,mu,zeta,prem_scn_ann_1,prem_scn_ann_2,prem_scn_ann_3,prem_scn_ann_4,prem_scn_ltci_1,prem_scn_ltci_2,prem_scn_ltci_3,prem_scn_ltci_4,int_scn_rmr_1,int_scn_rmr_2,int_scn_rmr_3,int_scn_rmr_4,ben_scn_ann_1,ben_scn_ann_2,ben_scn_ann_3,ben_scn_ann_4,ben_scn_ltci_1,ben_scn_ltci_2,ben_scn_ltci_3,ben_scn_ltci_4,loan_scn_rmr_1,loan_scn_rmr_2,loan_scn_rmr_3,loan_scn_rmr_4,prob_scn_ann_1,prob_scn_ann_2,prob_scn_ann_3,prob_scn_ann_4,prob_scn_ltci_1,prob_scn_ltci_2,prob_scn_ltci_3,prob_scn_ltci_4,prob_scn_rmr_1,prob_scn_rmr_2,prob_scn_rmr_3,prob_scn_rmr_4,nh_0,nh_1,nh_2,hc_0,hc_1,hc_2,g,sig,base_value,price_ann_fair,price_ltci_fair,price_rmr_fair,female,college,nkids,anykids,university,pexhaust,pbeq,pnhome,price_ann_fair_avg,price_ltci_fair_avg,price_rmr_fair_avg,buy_ann_joint,buy_ltci_joint,buy_rmr_joint,buy_ann_indp,buy_ltci_indp,buy_rmr_indp,seed
1446,3084.2107633132296,4,0,1,282.9411098884868,0.0,650.0,65,158.9471542636911,158.9471542636911,1,65,33.23709080792797,33.23709080792797,1,0,1,1,0,0,0,0,0.082794386363188,-3.897195555168971,-1.15897433758694,-1.6177078780014964,0.1096527205733774,-4.836036367289128,-2.236367978536196,-0.9069178381658032,0.2197509901200506,-6.697681474329789,-4.3745067240290085,-3.317184931671042,0.0851021873989702,-2.9240335378942555,-0.1682940751169598,-0.4540829818072905,0.1152666441044305,-4.404370661518819,-1.7506585714350271,-0.1558328140244518,0.2472506931985512,-7.374553020331204,-4.829007996003692,-3.69542424651368,0.0,0.0,0,0.0,0.140532402549029,0.4605037407896516,41.0,102.5,41.0,102.5,1.464,4.884,0.972,5.856,0.04,0.08,0.02,0.06,2.016,8.4,4.032,3.36,24.0,48.0,24.0,48.0,130.0,260.0,130.0,260.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.3203242905112,16.70421271258143,0.0804196062504625,0.0029009110862195,0,1.0,2.0,1,0.0,0.0,1.0,,15.711153315543942,0.07577270886363538,0.0019645307101435177,0.5,0.0,0.0,0.5,0.0,0.0,
1427,3027.395677984212,5,0,1,80.0055,0.0,685.0,66,124.8834365134409,124.8834365134409,1,68,64.49023149236012,64.49023149236012,3,1,1,0,0,0,0,1,0.0917127064085464,-3.5652181687399733,-0.8312875035606346,-1.0547128657780498,0.1165164984387506,-4.930052462691687,-2.3258298373970923,-0.6922124995419804,0.2865151007297519,-8.52815050093487,-6.032973088991929,-4.779157215921814,0.0756005591182239,-3.761316814987933,-1.1577080297435698,-1.1604552796610912,0.1009996512446982,-4.517764857812215,-2.1582484730494307,-0.3676663260818935,0.1790168534495082,-5.921207463655919,-3.868080441949882,-2.413004813456157,0.0,0.0,0,0.0,0.668123532593825,0.4636715461076098,176.0,440.0,176.0,440.0,1.668,6.672,1.116,5.5680000000000005,0.08,0.02,0.06,0.04,13.692,41.076,8.22,13.692,24.0,48.0,24.0,48.0,137.0,274.0,137.0,274.0,0.01,0.01,0.01,0.01,0.05,0.05,0.02,0.05,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.9286737055783,17.25266196756586,0.0979040966413703,0.0024960215454222,1,1.0,1.0,1,0.0,0.8,1.0,0.75,15.882965937583535,0.13386098550119,0.0009360239116605733,0.5,0.0,0.0,0.5,0.0,0.0,
1404,1666.0411339049424,3,0,1,75.0055,0.0,1500.0,65,18.0,18.0,1,,,,,0,1,1,0,0,0,0,0.0813625621040404,-3.564565828455316,-0.8848719381701281,-1.0534555534590222,0.108798011794953,-5.186368419478243,-2.6380461365733456,-0.9094412754706498,0.2358664927114291,-7.496314173907251,-5.18398719609965,-3.9211670344834575,,,,,,,,,,,,,0.0,0.0,0,,0.014567721847429,0.0091140079202622,223.0,557.5,223.0,557.5,1.116,3.336,2.7840000000000003,6.672,0.04,0.02,0.06,0.08,16.872,50.628,6.756,25.308,24.0,48.0,24.0,48.0,300.0,600.0,300.0,600.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.9093087627477,18.35521218077173,0.0653251184583898,0.0,1,0.0,2.0,1,1.0,0.0,1.0,,16.60203212252335,0.10632516951427601,0.001565335128276905,0.5,0.0,0.0,0.5,0.0,0.0,
460,999.5341708562004,4,0,1,50.0055,300.0,420.0,60,162.47037466606352,91.6979743451929,1,65,88.21920796347341,45.15119596227046,1,0,1,1,0,0,0,0,0.0663555705865462,-2.9641885438141844,-0.3375679274713528,-0.5232268601738362,0.1040273963888982,-4.7657881910609365,-2.2656792220567064,-0.6209272820390977,0.1888215847094479,-5.753031812936981,-3.5746977998251155,-2.3821745834254644,0.080298504895195,-4.270042624892233,-1.5399841407939423,-1.9307325133228248,0.102805274665612,-5.105313654143808,-2.489188240487733,-0.8781423236224095,0.1606370012580135,-5.881535068634261,-3.85706076181685,-2.554343446716296,0.0,0.0,0,0.0,0.1478569362659058,0.2631709351394306,220.0,550.0,220.0,550.0,1.272,4.248,2.556,1.704,0.08,0.04,0.02,0.06,17.592,36.648,8.796,14.664,24.0,48.0,24.0,48.0,18.0,36.0,18.0,36.0,0.5,0.75,0.3,0.35,0.25,0.1,0.1,0.35,0.1,0.3,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.3203242905112,19.20808723332662,0.0609455654969295,0.0,1,0.0,2.0,1,1.0,0.75,0.8,0.5,19.957125489364277,0.10030507647102685,0.0014711123029759762,0.0,0.0,0.0,0.0,0.0,0.0,
975,897.8346892314378,1,0,1,0.0,90.0,250.0,69,43.37505529504725,22.77169053748747,1,,,,,1,1,0,1,0,0,1,0.0800353969768228,-3.954672559755396,-1.2248944828324253,-1.4820985876689416,0.1208479494857565,-5.364060379479269,-2.7522159336396115,-1.3461959672800978,0.2464225168958383,-6.905287952734629,-4.782377961231983,-3.5309026322430173,,,,,,,,,,,,,0.0,0.0,0,,-1.3114840835009849,0.7096537520343537,0.0,0.0,0.0,0.0,1.464,4.884,2.928,1.956,0.04,0.06,0.02,0.08,0.0,0.0,0.0,0.0,24.0,48.0,24.0,48.0,32.0,64.0,32.0,64.0,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,12.812053086448838,0.0572085779613878,0.0,0,0.0,1.0,1,1.0,0.0,1.0,0.4,12.99234977104385,0.09509252787793375,0.0013937673306898513,0.0,0.0,0.0,0.0,0.0,0.0,
945,967.2736886617232,2,0,1,272.0,0.0,400.0,70,64.00434140856214,64.00434140856214,1,66,10.186367332927665,10.186367332927665,1,0,1,0,1,1,0,1,0.0788610513045653,-4.081996635990491,-1.3947199756312725,-1.7065775840365638,0.1019777959466988,-5.03322434666736,-2.4060837494038494,-1.0092743130598856,0.2489765297854717,-7.578386694659601,-5.447338347675542,-4.274663785218219,0.0805102090751135,-3.1050577260924657,-0.4216408070832149,-0.65679177431474,0.1165537529247526,-4.510099121498048,-1.9505002885273108,-0.3328697928998941,0.2190716767431461,-6.574479681880863,-4.194193829266994,-2.910837561448468,0.0,0.0,0,0.0,-1.6140469558485484,0.9438456031604134,79.4,198.5,79.4,198.5,2.928,1.956,1.464,4.884,0.08,0.04,0.02,0.06,2.988,22.38,7.464,11.184000000000001,24.0,48.0,24.0,48.0,80.0,160.0,80.0,160.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,13.92139259926037,0.0737496267511339,0.0024323678291257,0,0.0,3.0,1,1.0,0.4,0.8,0.9,11.880469113325246,0.11482852128408488,0.000987356883245741,0.5,0.0,0.0,0.5,0.0,0.0,
1017,897.8346892314378,1,0,1,580.0,0.0,1000.0,69,150.2803187278651,150.2803187278651,1,68,74.95888186729682,74.95888186729682,1,0,1,1,0,0,0,0,0.0911106380528199,-4.596577766276463,-1.837206446030463,-1.9898632756059569,0.1136103853990533,-5.443981116316161,-2.717456123293561,-1.2147412119954146,0.260719051148583,-7.821873111695145,-5.72649709271682,-4.321254423963655,0.0830431016276311,-3.351287626996052,-0.6707710821435834,-0.7100235296733897,0.1099233696100145,-4.7246011645479085,-2.108090238325436,-0.1531869394709934,0.2118297989702783,-7.107810102196828,-4.763790414194163,-3.229776619022931,0.0,0.0,0,1.0,0.074334080394969,1.1157369698915738,122.0,305.0,122.0,305.0,2.436,5.856,0.972,2.928,0.08,0.02,0.06,0.04,6.804,28.368000000000002,4.5360000000000005,34.044000000000004,24.0,48.0,24.0,48.0,200.0,400.0,200.0,400.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,14.76812227783264,0.0574465388920525,4.852962017824274e-06,0,0.0,1.0,1,1.0,0.25,1.0,0.5,12.99234977104385,0.09509252787793375,0.0013937673306898513,0.5,0.0,0.0,0.5,0.0,0.0,
811,967.2736886617232,2,0,1,48.0055,30.358,350.0,67,19.2,19.2,1,,,,,0,1,1,0,0,1,0,0.0845505491078741,-4.412089495531816,-1.6983279252069654,-2.0253065954223888,0.1008905976339077,-5.111623532739312,-2.5731461432198697,-1.031018782019474,0.2335332142051367,-7.3051656707316575,-5.172311566358398,-4.030213698366722,,,,,,,,,,,,,0.0,0.0,0,,1.5,0.7131192768737479,129.6,324.0,129.6,324.0,2.436,5.856,0.972,2.928,0.02,0.06,0.04,0.08,4.5120000000000005,33.816,11.268,16.908,24.0,48.0,24.0,48.0,63.928000000000004,127.857,63.928000000000004,127.857,0.25,0.65,0.1,0.1,0.1,0.1,0.25,0.25,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,16.519798728324602,0.0599289414198324,0.0,0,0.0,0.0,0,1.0,0.6,,0.85,14.121193464023477,0.09233475559302456,0.0017892237196430706,0.5,0.0,0.0,0.5,0.0,0.0,
1092,897.8346892314378,1,0,1,0.0,30.0,550.0,68,90.09914752317185,61.09160855221427,1,63,21.249798944144302,23.496772520082413,1,0,1,0,1,0,0,1,0.0707727428435532,-3.887135259713646,-1.2421169358859678,-1.5017175042046786,0.102704623181282,-4.931485587894994,-2.549684356913573,-0.9383103086992144,0.2150794837343331,-6.232254777687129,-4.254988921983522,-3.02693118157892,0.0747319038489778,-3.2293251992553778,-0.5617709952394143,-0.6783174014940783,0.1074751966368711,-4.550076610792612,-1.9275517776400048,-0.1884119086475363,0.1843122817730587,-6.286162758290799,-4.081783949597804,-2.6193607080976857,0.0,0.0,0,0.0,1.5,1.0072396108202877,0.0,0.0,0.0,0.0,2.436,5.856,1.464,1.956,0.08,0.06,0.04,0.02,0.0,0.0,0.0,0.0,24.0,48.0,24.0,48.0,104.0,208.0,104.0,208.0,,,,,0.1,0.01,0.1,0.2,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,13.369475661003849,0.061201988018088,0.0,0,0.0,4.0,1,1.0,1.0,0.6,0.7,13.218084462965704,0.10230581503793665,0.0016547319662863662,0.5,0.0,0.0,0.5,0.0,0.0,
1429,3922.948378218528,1,0,1,65.0055,0.0,350.0,60,69.40170884406265,49.516965193069055,1,,,,,0,0,0,0,0,0,0,0.0818918397265832,-3.989889204690182,-1.2715640665498626,-1.6007667397535377,0.1034336628018111,-4.77123458807114,-2.105609729057013,-0.6812237402782809,0.2122005455027607,-6.509520463287317,-4.3020584856024735,-3.1573304480236555,,,,,,,,,,,,,0.0,0.0,0,,0.1398384490067974,1.5,141.0,352.5,141.0,352.5,0.732,2.208,2.208,3.684,0.08,0.06,0.04,0.02,4.056,30.396,6.0840000000000005,25.332,24.0,48.0,24.0,48.0,52.5,105.0,52.5,105.0,0.3,0.6,0.4,0.6,0.5,0.3,0.3,0.2,0.01,0.01,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,20.509234619601752,0.0665994865899051,0.0001426376493046,0,1.0,0.0,0,0.0,0.75,1.0,0.5,19.1966503403674,0.08130024967555968,0.0030278171216322884,0.0,0.0,0.0,0.0,0.0,0.0,
1075,897.8346892314378,6,0,1,330.0,0.0,1300.0,68,170.74466259250374,170.74466259250374,1,60,17.229532047679488,17.229532047679488,1,0,0,0,0,1,0,1,0.0879087366441258,-4.495136968946743,-1.851430219284041,-2.0706166150687944,0.1147044608327334,-5.352157834138673,-2.817552385303029,-1.2301730045648651,0.2500280200191292,-7.549267789325838,-5.45239336358344,-4.126269640106653,0.0708891342364925,-3.435545930715648,-0.7640638450614761,-0.8145851867802023,0.097322370980916,-4.940367071472632,-2.379585091689188,-0.4004729578656876,0.1839726431368271,-6.924952607523828,-4.644088869897006,-3.193945749250363,0.0,0.0,0,0.0,0.1720238643544151,0.8407312322323772,426.0,1065.0,426.0,1065.0,2.436,2.928,2.928,1.956,0.06,0.02,0.04,0.08,22.944,38.244,38.244,114.72,24.0,48.0,24.0,48.0,260.0,520.0,260.0,520.0,0.3,0.25,0.6,0.6,0.01,0.01,0.01,0.2,0.01,0.8,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.90885363048835,15.389662024400687,0.0601202238209457,0.013350863594711,0,0.0,3.0,1,1.0,0.0,1.0,0.3,13.218084462965704,0.10230581503793665,0.0016547319662863662,0.5,0.0,0.0,0.5,0.0,0.0,
1379,3922.948378218528,1,0,1,300.0975958634919,0.0,1500.0,62,113.510656706927,113.510656706927,1,62,55.0473428375462,55.0473428375462,1,0,1,1,1,0,0,0,0.0788378162298174,-3.827258836258918,-1.110504977356146,-1.384009809271206,0.104042743646154,-4.741188511974397,-2.146004828591063,-0.6259137028833116,0.2205148756591383,-6.643762690015699,-4.453258802377904,-3.2801944924257467,0.0739052863206883,-2.4638069321810554,0.1307023687078531,0.2075963381311112,0.1256954815364558,-4.110983330556519,-1.5285416661559494,0.7207511582906435,0.234181501538424,-7.278112456141699,-4.958077909650175,-2.820396441579138,0.0,0.0,1,1.0,-1.5066787034140456,1.5,83.0,207.5,83.0,207.5,2.208,2.208,1.836,1.476,0.06,0.02,0.04,0.08,2.52,15.72,3.7680000000000002,18.864,24.0,48.0,24.0,48.0,225.0,450.0,225.0,450.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,18.920681844852314,0.074402742983096,1.880511448609052e-05,0,1.0,1.0,1,0.0,,1.0,,17.9349187337184,0.08318727456763397,0.003983388785659818,0.5,0.0,0.0,0.5,0.0,0.0,
667,3084.2107633132296,5,0,1,45.0,0.0,375.0,65,63.0103589744305,30.159507765520992,1,70,47.57192344223385,12.9825695679395,1,0,0,0,0,0,0,0,0.0708968328053309,-3.66319061546279,-0.997730681839966,-1.2841943546972276,0.091481002326339,-4.504104023118566,-1.923362367987304,-0.531839831162274,0.1356979356158459,-4.341090060354962,-2.4133291192996054,-1.3436844803999863,0.0795250217334641,-3.171989343074694,-0.4272627291687258,-0.8392405291825666,0.1109240279138297,-4.764416844155261,-2.1497216349453887,-0.5432282036824319,0.2161936655379722,-6.811222186491243,-4.375217173412089,-3.1894303276726603,0.0,0.0,0,0.0,-0.1479247509952191,0.7632317865047534,29.0,72.5,29.0,72.5,1.464,4.884,2.928,1.956,0.06,0.02,0.04,0.08,0.9480000000000001,7.128,1.428,5.94,24.0,48.0,24.0,48.0,75.0,150.0,75.0,150.0,0.01,0.31,0.18,0.26,0.15,0.01,0.1,0.5,0.42,0.78,0.35,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.9286737055783,13.477786275900518,0.0711346002415049,0.0,0,1.0,4.0,1,0.0,0.66,0.22,1.0,15.711153315543942,0.07577270886363538,0.0019645307101435177,0.5,0.0,0.0,0.5,0.0,0.0,
578,3223.604382708034,11,0,1,470.0,0.0,400.0,62,73.93062871969653,73.93062871969653,1,60,35.62921866009471,35.62921866009471,1,0,1,1,1,0,0,0,0.0724141941542983,-3.4692938340301125,-0.8116294754301858,-0.9680694430883864,0.0979917516781249,-4.260568063545556,-1.6612390022688466,-0.0426250079494159,0.1394913272476646,-4.420257710996264,-2.5284832786521374,-1.0706321021007128,0.0712855734840677,-2.8026918094212534,-0.1364973314711363,-0.184010418784633,0.0989261123626288,-4.190734020495119,-1.5745483695057043,0.1352444713917313,0.1865515217104431,-5.581935706577051,-3.364961295928104,-1.9581821290697967,0.0,0.0,0,0.0,0.0465660293374659,0.3703455335573216,334.0,835.0,334.0,835.0,1.836,2.208,2.208,1.476,0.08,0.04,0.02,0.06,25.308,75.912,15.18,25.308,24.0,48.0,24.0,48.0,60.0,120.0,60.0,120.0,0.2,0.25,0.2,0.1,0.9,0.9,0.9,0.9,0.2,0.5,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.8188728399456,15.4553624992953,0.0982099660585432,0.0016012298020456,0,0.0,4.0,1,0.0,0.25,1.0,0.9,17.9349187337184,0.08318727456763397,0.003983388785659818,0.5,0.0,0.0,0.5,0.0,0.0,
1088,3084.2107633132296,5,0,1,87.0055,118.0,450.0,68,85.42016575554486,85.42016575554486,1,66,20.707918971041178,20.707918971041178,1,0,0,0,0,1,0,1,0.0785226870712847,-3.836520683339658,-1.0744282597953572,-1.4286525854591547,0.112246956794105,-4.868960794116935,-2.354799279485303,-1.030719785624783,0.2254275700445383,-6.738587480092408,-4.557940258372651,-3.487504322029872,0.0780444055371982,-3.1777001213729394,-0.4379158051538742,-0.6970806294733984,0.1101653832742101,-4.800078002564533,-2.1857624495402903,-0.5864825650375256,0.2304086161768756,-7.54745379617791,-5.03533816717936,-3.900094603779861,0.0,0.0,0,0.0,-2.988027088494621,1.5,170.40200000000002,426.005,170.40200000000002,426.005,0.972,2.928,2.928,4.884,0.06,0.02,0.04,0.08,6.12,45.888,9.18,38.244,24.0,48.0,24.0,48.0,66.4,132.8,66.4,132.8,0.01,0.01,0.01,0.01,0.1,0.1,0.05,0.05,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.9286737055783,14.3037085325476,0.0880109368065427,0.0,0,1.0,3.0,1,0.0,0.05,0.75,0.5,13.218084462965704,0.10230581503793665,0.0016547319662863662,0.5,0.0,0.0,0.5,0.0,0.0,
426,8497.513381368772,1,0,1,135.0,0.0,966.7485813716756,65,19.5,19.5,1,,,,,0,0,0,0,0,0,1,0.0909369191696227,-3.5607284877779133,-0.8448885212813028,-0.8972034939573456,0.1206125936997251,-4.756885466548811,-2.172132433605199,-0.4226533473281568,0.2701176007168264,-7.731991158257557,-5.325728125309748,-3.87511263572583,,,,,,,,,,,,,0.0,0.0,0,,0.2012741932200906,0.0785360699732222,35.0,87.5,35.0,87.5,2.7840000000000003,6.672,1.668,2.22,0.02,0.06,0.04,0.08,2.652,7.944,1.056,3.972,24.0,48.0,24.0,48.0,80.0,160.0,80.0,160.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,16.75632789050144,0.10968160916128,0.0,1,0.0,0.0,0,0.0,0.9,0.25,1.0,16.60203212252335,0.10632516951427601,0.001565335128276905,0.5,0.0,0.0,0.5,0.0,0.0,
1453,1278.4983244321725,6,0,1,600.0,0.0,260.0,69,141.1852139835451,141.1852139835451,2,69,61.795793968081014,61.795793968081014,1,0,1,0,1,0,0,0,0.1140885695166567,-2.869646646574874,-0.2594539024462604,-1.3246249481408727,0.2252365069176697,-5.460200110565217,-3.082620048456996,-2.2228670411519373,0.4014726929985995,-9.571978125594198,-6.914328408727949,-6.047493159729303,0.0644048333231738,-3.636003991088203,-1.008237843546468,-1.18096232137314,0.1007030929710174,-4.983433101000093,-2.401257000663674,-0.6704500988721462,0.1598492747663193,-5.742626761901238,-3.710412370817167,-2.3683556347999115,0.0,0.0,0,0.0,1.1608145787252169,1.4184942284561053,120.0,300.0,120.0,300.0,1.668,5.5680000000000005,1.116,6.672,0.06,0.02,0.04,0.08,12.192,10.152000000000001,10.152000000000001,15.228,24.0,48.0,24.0,48.0,52.0,104.0,52.0,104.0,0.5,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.90885363048835,11.603365197960496,0.2777324968904867,0.0032549043413401,1,0.0,2.0,1,1.0,0.0,1.0,0.0,13.882781132501421,0.11566076031761527,0.0004873402675302899,0.5,0.0,0.0,0.5,0.0,0.0,
944,688.7628253365825,5,0,1,61.22467683108572,0.0,493.87766912144565,63,50.145083665841184,50.145083665841184,1,65,38.87633648315539,38.87633648315539,1,0,1,0,1,0,0,0,0.0816461922029345,-4.263123750692009,-1.5109280631177051,-1.807214634539992,0.1133173805604381,-5.261604913856258,-2.64621236737009,-1.100318323353466,0.2003680569876891,-6.296609404855609,-4.221666746507819,-2.9287557778795086,0.079283684175973,-3.624457955834956,-0.9768404374904532,-1.0861958858616791,0.1099858309004443,-5.168656052535884,-2.676322061083242,-0.8359935812518241,0.2158881542726239,-7.455327622834265,-5.204847862268951,-3.794603197159913,0.0,0.0,1,1.0,-1.407251274797425,0.5646114113520408,25.0,62.5,25.0,62.5,2.208,2.208,0.732,3.684,0.06,0.04,0.02,0.08,2.34,4.872,0.78,2.928,24.0,48.0,24.0,48.0,60.0,120.0,60.0,120.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.9286737055783,18.44712982694428,0.0527247021814779,0.0031002825026573,0,0.0,1.0,1,1.0,,,,17.180088810367447,0.08299952010681524,0.0024849368038879914,0.5,0.0,0.0,0.5,0.0,0.0,
664,1666.0411339049424,3,0,1,900.0,0.0,1300.0,64,45.0,45.0,1,63,23.0,23.0,1,0,1,0,0,0,0,0,0.0823194426580876,-3.5704246329696563,-0.9175096761749204,-1.102983552707469,0.1040403841385107,-4.999174831288975,-2.4782722580158976,-0.6604498750249778,0.2418964387278009,-7.587683428141928,-5.339922048187432,-4.088224228147272,0.0693343414112664,-3.8054844415673656,-1.152618770786956,-1.3146740659256808,0.0930073360535799,-4.859061419499393,-2.279485437882081,-0.6319648324260573,0.1572129145047018,-5.675587668070965,-3.725989990143931,-2.547940271265969,0.0,0.0,0,0.0,0.9134592524080616,1.072056836933729,240.0,600.0,240.0,600.0,0.852,2.556,2.556,4.248,0.06,0.08,0.04,0.02,10.644,53.232,17.736,17.736,24.0,48.0,24.0,48.0,195.0,390.0,195.0,390.0,0.3,0.01,0.5,0.01,0.3,0.3,0.3,0.3,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.9093087627477,19.09757719653262,0.0720833900010901,0.0003713067639057,1,0.0,2.0,1,1.0,1.0,1.0,,17.422343696589962,0.11008879961505234,0.0009748915229192424,0.5,0.0,0.0,0.5,0.0,0.0,
365,880.8996211331786,8,0,1,155.0,0.0,340.0,70,128.23291579608025,82.78482799088995,1,60,2.068272835420649,2.365280799739713,1,0,1,1,1,0,0,1,0.0732743270276596,-3.018933480504256,-0.4465142087026715,-0.8114265162094673,0.1155214472621912,-5.037329116435254,-2.512665627864404,-0.9652905671283702,0.2670608166013166,-7.527054872796735,-5.169741842578864,-4.034050207256788,0.0720282221566974,-3.8664880742774,-1.1469744467207037,-1.458423106452423,0.1018719929267773,-4.832261481513099,-2.274731527234529,-0.6177153330437986,0.1384078615082104,-5.000788668561899,-3.083014900250546,-1.6904136444271685,0.0,0.0,0,0.0,0.0675114960355238,0.3672791662401369,31.0,77.5,31.0,77.5,3.336,3.336,2.7840000000000003,2.22,0.08,0.02,0.04,0.06,2.664,3.996,3.204,2.664,24.0,48.0,24.0,48.0,68.0,136.0,68.0,136.0,0.1,0.01,0.2,0.01,0.2,0.3,0.2,0.35,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.7986287229243,12.434222836175122,0.0809924145936018,0.0032407223929438,1,0.0,3.0,1,1.0,0.65,1.0,0.3,13.415924655883215,0.10410176266257254,0.0006470040862703744,0.5,0.0,0.0,0.5,0.0,0.0,
1182,967.2736886617232,2,0,1,175.0,0.0,500.0,60,55.92917366868008,47.20143715568961,1,,,,,0,1,0,0,0,0,0,0.0740723407515568,-3.9050522707300255,-1.1385475006060068,-1.5599212541604686,0.1053499477644452,-4.976447047847132,-2.4153897536958486,-0.9696019497729692,0.180331361295366,-5.601902795079372,-3.5282769575925155,-2.481459760185873,,,,,,,,,,,,,0.0,0.0,0,,-0.2787159314395162,1.5,135.0,337.5,135.0,337.5,1.104,3.684,2.208,1.476,0.06,0.08,0.02,0.04,5.82,29.1,9.696,9.696,24.0,48.0,24.0,48.0,75.0,150.0,75.0,150.0,0.25,0.25,0.5,0.25,0.5,0.4,0.3,0.6,0.1,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,19.406105799611893,0.0489042049903293,0.004765890746704,0,0.0,2.0,1,1.0,0.65,0.75,0.75,19.1966503403674,0.08130024967555968,0.0030278171216322884,0.5,0.0,0.0,0.5,0.0,0.0,
748,3084.2107633132296,5,0,1,105.0,0.0,590.0,67,18.900000000000002,18.900000000000002,2,,,,,0,1,1,1,0,0,0,0.0880199711062751,-3.977995966890579,-1.4148699913808171,-1.4270499084243469,0.1073908873542036,-4.782747767903812,-2.374172683856752,-0.6180240866684115,0.2036275460650041,-5.996389831705248,-3.674354706473516,-2.5724167978704826,,,,,,,,,,,,,0.0,0.0,0,,0.2496766874913306,0.0098017230857959,21.0,52.5,21.0,52.5,2.928,2.928,2.436,1.956,0.06,0.02,0.04,0.08,1.824,1.824,1.092,5.484,24.0,48.0,24.0,48.0,118.0,236.0,118.0,236.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.9286737055783,12.409521716691556,0.1178348308939579,0.0005203342429859,0,1.0,1.0,1,0.0,1.0,1.0,1.0,14.121193464023477,0.09233475559302456,0.0017892237196430706,0.5,0.0,0.0,0.5,0.0,0.0,
